"state","county","year","party","votes"
"TN","Fentress County",2004,"dem",2371
"TN","Franklin County",2004,"dem",7800
"TN","Gibson County",2004,"dem",8511
"TN","Giles County",2004,"dem",5273
"TN","Grainger County",2004,"dem",2569
"TN","Greene County",2004,"dem",7635
"TN","Grundy County",2004,"dem",2789
"TN","Hamblen County",2004,"dem",7433
"TN","Hamilton County",2004,"dem",57302
"TN","Hancock County",2004,"dem",777
"TN","Hardeman County",2004,"dem",5685
"TN","Hardin County",2004,"dem",3834
"TN","Hawkins County",2004,"dem",6684
"TN","Haywood County",2004,"dem",4359
"TN","Henderson County",2004,"dem",3448
"TN","Henry County",2004,"dem",5732
"TN","Hickman County",2004,"dem",4263
"TN","Houston County",2004,"dem",2126
"TN","Humphreys County",2004,"dem",4485
"TN","Jackson County",2004,"dem",2998
"TN","Jefferson County",2004,"dem",5469
"TN","Johnson County",2004,"dem",1812
"TN","Knox County",2004,"dem",66013
"TN","Lake County",2004,"dem",2634
"TN","Lauderdale County",2004,"dem",4474
"TN","Lawrence County",2004,"dem",6592
"TN","Lewis County",2004,"dem",2192
"TN","Lincoln County",2004,"dem",4546
"TN","Loudon County",2004,"dem",5708
"TN","Macon County",2004,"dem",2738
"TN","Madison County",2004,"dem",16840
"TN","Marion County",2004,"dem",5548
"TN","Marshall County",2004,"dem",4722
"TN","Maury County",2004,"dem",12379
"TN","McMinn County",2004,"dem",5891
"TN","McNairy County",2004,"dem",4101
"TN","Meigs County",2004,"dem",1595
"TN","Monroe County",2004,"dem",5354
"TN","Montgomery County",2004,"dem",20070
"TN","Moore County",2004,"dem",1084
"TN","Morgan County",2004,"dem",2924
"TN","Obion County",2004,"dem",5549
"TN","Overton County",2004,"dem",4518
"TN","Perry County",2004,"dem",1579
"TN","Pickett County",2004,"dem",1033
"TN","Polk County",2004,"dem",2724
"TN","Putnam County",2004,"dem",10566
"TN","Rhea County",2004,"dem",3665
"TN","Roane County",2004,"dem",8706
"TN","Robertson County",2004,"dem",9865
"TN","Rutherford County",2004,"dem",31647
"TN","Scott County",2004,"dem",3086
"TN","Sequatchie County",2004,"dem",1986
"TN","Sevier County",2004,"dem",8621
"TN","Shelby County",2004,"dem",216945
"TN","Smith County",2004,"dem",4044
"TN","Stewart County",2004,"dem",2860
"TN","Sullivan County",2004,"dem",19637
"TN","Sumner County",2004,"dem",21458
"TN","Tipton County",2004,"dem",7379
"TN","Trousdale County",2004,"dem",1851
"TN","Unicoi County",2004,"dem",2374
"TN","Union County",2004,"dem",2524
"TN","Van Buren County",2004,"dem",1209
"TN","Warren County",2004,"dem",6808
"TN","Washington County",2004,"dem",14944
"TN","Wayne County",2004,"dem",1951
"TN","Weakley County",2004,"dem",5588
"TN","White County",2004,"dem",4147
"TN","Williamson County",2004,"dem",21732
"TN","Wilson County",2004,"dem",15277
"TX","Anderson County",2004,"dem",4678
"TX","Andrews County",2004,"dem",677
"TX","Angelina County",2004,"dem",9302
"TX","Aransas County",2004,"dem",2640
"TX","Archer County",2004,"dem",878
"TX","Armstrong County",2004,"dem",170
"TX","Atascosa County",2004,"dem",4421
"TX","Austin County",2004,"dem",2582
"TX","Bailey County",2004,"dem",525
"TX","Bandera County",2004,"dem",1738
"TX","Bastrop County",2004,"dem",9794
"TX","Baylor County",2004,"dem",467
"TX","Bee County",2004,"dem",4045
"TX","Bell County",2004,"dem",27165
"TX","Bexar County",2004,"dem",210976
"TX","Blanco County",2004,"dem",1267
"TX","Borden County",2004,"dem",55
"TX","Bosque County",2004,"dem",1815
"TX","Bowie County",2004,"dem",11880
"TX","Brazoria County",2004,"dem",28904
"TX","Brazos County",2004,"dem",16128
"TX","Brewster County",2004,"dem",1729
"TX","Briscoe County",2004,"dem",191
"TX","Brooks County",2004,"dem",1823
"TX","Brown County",2004,"dem",2523
"TX","Burleson County",2004,"dem",2276
"TX","Burnet County",2004,"dem",4147
"TX","Caldwell County",2004,"dem",5052
"TX","Calhoun County",2004,"dem",2561
"TX","Callahan County",2004,"dem",1073
"TX","Cameron County",2004,"dem",33998
"TX","Camp County",2004,"dem",1778
"TX","Carson County",2004,"dem",485
"TX","Cass County",2004,"dem",4630
"TX","Castro County",2004,"dem",631
"TX","Chambers County",2004,"dem",2953
"TX","Cherokee County",2004,"dem",4439
"TX","Childress County",2004,"dem",511
"TX","Clay County",2004,"dem",1299
"TX","Cochran County",2004,"dem",249
"TX","Coke County",2004,"dem",266
"TX","Coleman County",2004,"dem",778
"TX","Collin County",2004,"dem",68935
"TX","Collingsworth County",2004,"dem",346
"TX","Colorado County",2004,"dem",2161
"TX","Comal County",2004,"dem",9135
"TX","Comanche County",2004,"dem",1431
"TX","Concho County",2004,"dem",270
"TX","Cooke County",2004,"dem",3142
"TX","Coryell County",2004,"dem",5122
"TX","Cottle County",2004,"dem",214
"TX","Crane County",2004,"dem",254
"TX","Crockett County",2004,"dem",473
"TX","Crosby County",2004,"dem",622
"TX","Culberson County",2004,"dem",375
"TX","Dallam County",2004,"dem",305
"TX","Dallas County",2004,"dem",336641
"TX","Dawson County",2004,"dem",1114
"TX","Deaf Smith County",2004,"dem",1133
"TX","Delta County",2004,"dem",627
"TX","Denton County",2004,"dem",59346
"TX","DeWitt County",2004,"dem",1610
"TX","Dickens County",2004,"dem",245
"TX","Dimmit County",2004,"dem",2365
"TX","Donley County",2004,"dem",349
"TX","Duval County",2004,"dem",2916
"TX","Eastland County",2004,"dem",1582
"TX","Ector County",2004,"dem",8579
"TX","Edwards County",2004,"dem",217
"TX","El Paso County",2004,"dem",95142
"TX","Ellis County",2004,"dem",11640
"TX","Erath County",2004,"dem",2710
"TX","Falls County",2004,"dem",2427
"TX","Fannin County",2004,"dem",4001
"TX","Fayette County",2004,"dem",2803
"TX","Fisher County",2004,"dem",758
"TX","Floyd County",2004,"dem",545
"TX","Foard County",2004,"dem",235
"TX","Fort Bend County",2004,"dem",68722
"TX","Franklin County",2004,"dem",1011
"TX","Freestone County",2004,"dem",2070
"TX","Frio County",2004,"dem",1931
"TX","Gaines County",2004,"dem",608
"TX","Galveston County",2004,"dem",43919
"TX","Garza County",2004,"dem",326
"TX","Gillespie County",2004,"dem",2104
"TX","Glasscock County",2004,"dem",44
"TX","Goliad County",2004,"dem",1219
"TX","Gonzales County",2004,"dem",1709
"TX","Gray County",2004,"dem",1289
"TX","Grayson County",2004,"dem",13452
"TX","Gregg County",2004,"dem",12306
"TX","Grimes County",2004,"dem",2713
"TX","Guadalupe County",2004,"dem",10290
"TX","Hale County",2004,"dem",2078
"TX","Hall County",2004,"dem",413
"TX","Hamilton County",2004,"dem",845
"TX","Hansford County",2004,"dem",240
"TX","Hardeman County",2004,"dem",480
"TX","Hardin County",2004,"dem",5608
"TX","Harris County",2004,"dem",475865
"TX","Harrison County",2004,"dem",9642
"TX","Hartley County",2004,"dem",315
"TX","Haskell County",2004,"dem",867
"TX","Hays County",2004,"dem",20110
"TX","Hemphill County",2004,"dem",257
"TX","Henderson County",2004,"dem",8505
"TX","Hidalgo County",2004,"dem",62369
"TX","Hill County",2004,"dem",3751
"TX","Hockley County",2004,"dem",1385
"TX","Hood County",2004,"dem",4865
"TX","Hopkins County",2004,"dem",3443
"TX","Houston County",2004,"dem",2921
"TX","Howard County",2004,"dem",2663
"TX","Hudspeth County",2004,"dem",302
"TX","Hunt County",2004,"dem",7971
"TX","Hutchinson County",2004,"dem",1503
"TX","Irion County",2004,"dem",141
"TX","Jack County",2004,"dem",643
"TX","Jackson County",2004,"dem",1296
"TX","Jasper County",2004,"dem",4471
"TX","Jeff Davis County",2004,"dem",378
"TX","Jefferson County",2004,"dem",47066
"TX","Jim Hogg County",2004,"dem",1344
"TX","Jim Wells County",2004,"dem",6824
"TX","Johnson County",2004,"dem",12325
"TX","Jones County",2004,"dem",1658
"TX","Karnes County",2004,"dem",1543
"TX","Kaufman County",2004,"dem",8947
"TX","Kendall County",2004,"dem",2532
"TX","Kenedy County",2004,"dem",85
"TX","Kent County",2004,"dem",138
"TX","Kerr County",2004,"dem",4557
"TX","Kimble County",2004,"dem",324
"TX","King County",2004,"dem",18
"TX","Kinney County",2004,"dem",542
"TX","Kleberg County",2004,"dem",4550
"TX","Knox County",2004,"dem",464
"TX","La Salle County",2004,"dem",1229
"TX","Lamar County",2004,"dem",5338
"TX","Lamb County",2004,"dem",857
"TX","Lampasas County",2004,"dem",1593
"TX","Lavaca County",2004,"dem",2152
"TX","Lee County",2004,"dem",1899
"TX","Leon County",2004,"dem",1754
"TX","Liberty County",2004,"dem",6780
"TX","Limestone County",2004,"dem",2752
"TX","Lipscomb County",2004,"dem",184
"TX","Live Oak County",2004,"dem",1036
"TX","Llano County",2004,"dem",2257
"TX","Loving County",2004,"dem",12
"TX","Lubbock County",2004,"dem",22472
"TX","Lynn County",2004,"dem",490
"TX","Madison County",2004,"dem",1235
"TX","Marion County",2004,"dem",1884
"TX","Martin County",2004,"dem",288
"TX","Mason County",2004,"dem",459
"TX","Matagorda County",2004,"dem",4355
"TX","Maverick County",2004,"dem",5948
"TX","McCulloch County",2004,"dem",745
"TX","McLennan County",2004,"dem",26760
"TX","McMullen County",2004,"dem",95
"TX","Medina County",2004,"dem",4322
"TX","Menard County",2004,"dem",331
"TX","Midland County",2004,"dem",8005
"TX","Milam County",2004,"dem",3445
"TX","Mills County",2004,"dem",416
"TX","Mitchell County",2004,"dem",639
"TX","Montague County",2004,"dem",1946
"TX","Montgomery County",2004,"dem",28628
"TX","Moore County",2004,"dem",1009
"TX","Morris County",2004,"dem",2437
"TX","Motley County",2004,"dem",113
"TX","Nacogdoches County",2004,"dem",7152
"TX","Navarro County",2004,"dem",5259
"TX","Newton County",2004,"dem",2513
"TX","Nolan County",2004,"dem",1541
"TX","Nueces County",2004,"dem",44439
"TX","Ochiltree County",2004,"dem",251
"TX","Oldham County",2004,"dem",108
"TX","Orange County",2004,"dem",11476
"TX","Palo Pinto County",2004,"dem",2816
"TX","Panola County",2004,"dem",2958
"TX","Parker County",2004,"dem",8966
"TX","Parmer County",2004,"dem",389
"TX","Pecos County",2004,"dem",1242
"TX","Polk County",2004,"dem",6964
"TX","Potter County",2004,"dem",7489
"TX","Presidio County",2004,"dem",1159
"TX","Rains County",2004,"dem",1213
"TX","Randall County",2004,"dem",7849
"TX","Reagan County",2004,"dem",184
"TX","Real County",2004,"dem",325
"TX","Red River County",2004,"dem",2097
"TX","Reeves County",2004,"dem",1600
"TX","Refugio County",2004,"dem",1232
"TX","Roberts County",2004,"dem",46
"TX","Robertson County",2004,"dem",2979
"TX","Rockwall County",2004,"dem",5320
"TX","Runnels County",2004,"dem",792
"TX","Rusk County",2004,"dem",4899
"TX","Sabine County",2004,"dem",1476
"TX","San Augustine County",2004,"dem",1506
"TX","San Jacinto County",2004,"dem",2688
"TX","San Patricio County",2004,"dem",7764
"TX","San Saba County",2004,"dem",529
"TX","Schleicher County",2004,"dem",312
"TX","Scurry County",2004,"dem",981
"TX","Shackelford County",2004,"dem",229
"TX","Shelby County",2004,"dem",2951
"TX","Sherman County",2004,"dem",124
"TX","Smith County",2004,"dem",19970
"TX","Somervell County",2004,"dem",831
"TX","Starr County",2004,"dem",7199
"TX","Stephens County",2004,"dem",703
"TX","Sterling County",2004,"dem",71
"TX","Stonewall County",2004,"dem",250
"TX","Sutton County",2004,"dem",280
"TX","Swisher County",2004,"dem",626
"TX","Tarrant County",2004,"dem",207286
"TX","Taylor County",2004,"dem",10648
"TX","Terrell County",2004,"dem",159
"TX","Terry County",2004,"dem",794
"TX","Throckmorton County",2004,"dem",202
"TX","Titus County",2004,"dem",3173
"TX","Tom Green County",2004,"dem",9007
"TX","Travis County",2004,"dem",197235
"TX","Trinity County",2004,"dem",2204
"TX","Tyler County",2004,"dem",2659
"TX","Upshur County",2004,"dem",4225
"TX","Upton County",2004,"dem",185
"TX","Uvalde County",2004,"dem",3298
"TX","Val Verde County",2004,"dem",4757
"TX","Van Zandt County",2004,"dem",4822
"TX","Victoria County",2004,"dem",8553
"TX","Walker County",2004,"dem",5977
"TX","Waller County",2004,"dem",6145
"TX","Ward County",2004,"dem",901
"TX","Washington County",2004,"dem",3389
"TX","Webb County",2004,"dem",23654
"TX","Wharton County",2004,"dem",4702
"TX","Wheeler County",2004,"dem",420
"TX","Wichita County",2004,"dem",12819
"TX","Wilbarger County",2004,"dem",1284
"TX","Willacy County",2004,"dem",2734
"TX","Williamson County",2004,"dem",43117
"TX","Wilson County",2004,"dem",4409
"TX","Winkler County",2004,"dem",391
"TX","Wise County",2004,"dem",4783
"TX","Wood County",2004,"dem",4034
"TX","Yoakum County",2004,"dem",376
"TX","Young County",2004,"dem",1511
"TX","Zapata County",2004,"dem",1662
"TX","Zavala County",2004,"dem",2332
"UT","Beaver County",2004,"dem",493
"UT","Box Elder County",2004,"dem",2244
"UT","Cache County",2004,"dem",6375
"UT","Carbon County",2004,"dem",3415
"UT","Daggett County",2004,"dem",108
"UT","Davis County",2004,"dem",20893
"UT","Duchesne County",2004,"dem",738
"UT","Emery County",2004,"dem",831
"UT","Garfield County",2004,"dem",264
"UT","Grand County",2004,"dem",1858
"UT","Iron County",2004,"dem",2267
"UT","Juab County",2004,"dem",605
"UT","Kane County",2004,"dem",576
"UT","Millard County",2004,"dem",626
"UT","Morgan County",2004,"dem",472
"UT","Piute County",2004,"dem",123
"UT","Rich County",2004,"dem",109
"UT","Salt Lake County",2004,"dem",135949
"UT","San Juan County",2004,"dem",1906
"UT","Sanpete County",2004,"dem",1189
"UT","Sevier County",2004,"dem",920
"UT","Summit County",2004,"dem",6977
"UT","Tooele County",2004,"dem",4130
"UT","Uintah County",2004,"dem",1266
"UT","Utah County",2004,"dem",17357
"UT","Wasatch County",2004,"dem",1854
"UT","Washington County",2004,"dem",7513
"UT","Wayne County",2004,"dem",279
"UT","Weber County",2004,"dem",19862
"VA","Accomack County",2004,"dem",5518
"VA","Albemarle County",2004,"dem",22088
"VA","Alexandria City",2004,"dem",41116
"VA","Alleghany County",2004,"dem",3203
"VA","Amelia County",2004,"dem",1862
"VA","Amherst County",2004,"dem",4866
"VA","Appomattox County",2004,"dem",2191
"VA","Arlington County",2004,"dem",63987
"VA","Augusta County",2004,"dem",7019
"VA","Bath County",2004,"dem",828
"VA","Bedford City",2004,"dem",1042
"VA","Bedford County",2004,"dem",9102
"VA","Bland County",2004,"dem",846
"VA","Botetourt County",2004,"dem",4801
"VA","Bristol City",2004,"dem",2400
"VA","Brunswick County",2004,"dem",4062
"VA","Buchanan County",2004,"dem",5275
"VA","Buckingham County",2004,"dem",2789
"VA","Buena Vista City",2004,"dem",936
"VA","Campbell County",2004,"dem",6862
"VA","Caroline County",2004,"dem",4878
"VA","Carroll County",2004,"dem",3888
"VA","Charles City County",2004,"dem",2155
"VA","Charlotte County",2004,"dem",2223
"VA","Charlottesville City",2004,"dem",11088
"VA","Chesapeake City",2004,"dem",38744
"VA","Chesterfield County",2004,"dem",49346
"VA","Clarke County",2004,"dem",2699
"VA","Colonial Heights City",2004,"dem",2061
"VA","Covington City",2004,"dem",1179
"VA","Craig County",2004,"dem",901
"VA","Culpeper County",2004,"dem",5476
"VA","Cumberland County",2004,"dem",1721
"VA","Danville City",2004,"dem",9436
"VA","Dickenson County",2004,"dem",3761
"VA","Dinwiddie County",2004,"dem",4569
"VA","Emporia City",2004,"dem",1247
"VA","Essex County",2004,"dem",2007
"VA","Fairfax City",2004,"dem",5395
"VA","Fairfax County",2004,"dem",245671
"VA","Falls Church City",2004,"dem",3944
"VA","Fauquier County",2004,"dem",10712
"VA","Floyd County",2004,"dem",2488
"VA","Fluvanna County",2004,"dem",4415
"VA","Franklin City",2004,"dem",1910
"VA","Franklin County",2004,"dem",8002
"VA","Frederick County",2004,"dem",8853
"VA","Fredericksburg City",2004,"dem",4085
"VA","Galax City",2004,"dem",987
"VA","Giles County",2004,"dem",3047
"VA","Gloucester County",2004,"dem",5105
"VA","Goochland County",2004,"dem",3583
"VA","Grayson County",2004,"dem",2430
"VA","Greene County",2004,"dem",2240
"VA","Greensville County",2004,"dem",2514
"VA","Halifax County",2004,"dem",6220
"VA","Hampton City",2004,"dem",32016
"VA","Hanover County",2004,"dem",13941
"VA","Harrisonburg City",2004,"dem",4726
"VA","Henrico County",2004,"dem",60864
"VA","Henry County",2004,"dem",9851
"VA","Highland County",2004,"dem",522
"VA","Hopewell City",2004,"dem",3573
"VA","Isle of Wight County",2004,"dem",5871
"VA","James City County",2004,"dem",11934
"VA","King and Queen County",2004,"dem",1506
"VA","King George County",2004,"dem",2739
"VA","King William County",2004,"dem",2436
"VA","Lancaster County",2004,"dem",2477
"VA","Lee County",2004,"dem",4005
"VA","Lexington City",2004,"dem",1340
"VA","Loudoun County",2004,"dem",47271
"VA","Louisa County",2004,"dem",4844
"VA","Lunenburg County",2004,"dem",2362
"VA","Lynchburg City",2004,"dem",11727
"VA","Madison County",2004,"dem",2176
"VA","Manassas City",2004,"dem",5562
"VA","Manassas Park City",2004,"dem",1498
"VA","Martinsville City",2004,"dem",3036
"VA","Mathews County",2004,"dem",1589
"VA","Mecklenburg County",2004,"dem",5293
"VA","Middlesex County",2004,"dem",1914
"VA","Montgomery County",2004,"dem",14128
"VA","Nelson County",2004,"dem",3543
"VA","New Kent County",2004,"dem",2443
"VA","Newport News City",2004,"dem",35319
"VA","Norfolk City",2004,"dem",43518
"VA","Northampton County",2004,"dem",2775
"VA","Northumberland County",2004,"dem",2548
"VA","Norton City",2004,"dem",725
"VA","Nottoway County",2004,"dem",2635
"VA","Orange County",2004,"dem",5015
"VA","Page County",2004,"dem",3324
"VA","Patrick County",2004,"dem",2572
"VA","Petersburg City",2004,"dem",9682
"VA","Pittsylvania County",2004,"dem",9274
"VA","Poquoson City",2004,"dem",1424
"VA","Portsmouth City",2004,"dem",24112
"VA","Powhatan County",2004,"dem",3112
"VA","Prince Edward County",2004,"dem",3632
"VA","Prince George County",2004,"dem",5066
"VA","Prince William County",2004,"dem",61271
"VA","Pulaski County",2004,"dem",5310
"VA","Radford City",2004,"dem",2244
"VA","Rappahannock County",2004,"dem",1837
"VA","Richmond City",2004,"dem",52167
"VA","Richmond County",2004,"dem",1243
"VA","Roanoke City",2004,"dem",18862
"VA","Roanoke County",2004,"dem",16082
"VA","Rockbridge County",2004,"dem",3627
"VA","Rockingham County",2004,"dem",7273
"VA","Russell County",2004,"dem",5167
"VA","Salem City",2004,"dem",4254
"VA","Scott County",2004,"dem",3324
"VA","Shenandoah County",2004,"dem",5186
"VA","Smyth County",2004,"dem",4143
"VA","Southampton County",2004,"dem",3431
"VA","Spotsylvania County",2004,"dem",16623
"VA","Stafford County",2004,"dem",17208
"VA","Staunton City",2004,"dem",3756
"VA","Suffolk City",2004,"dem",15233
"VA","Surry County",2004,"dem",1954
"VA","Sussex County",2004,"dem",2420
"VA","Tazewell County",2004,"dem",7184
"VA","Virginia Beach City",2004,"dem",70666
"VA","Warren County",2004,"dem",5241
"VA","Washington County",2004,"dem",7339
